Minas;P_5D-92E;Minas 02004;5D-92E;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3220215DR;2022-05-30 08:00:00;2022-06-04 00:00:00;2022-06-15 06:30:00;COMPLETE
Minas;P_7D-17S;Minas 02006;7D-17S;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3220219DR;2022-06-15 06:30:00;2022-06-19 03:30:00;2022-06-29 05:00:00;COMPLETE
Minas;P_6C-28E;Minas 02008;6C-28E;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3220230DR;2022-06-29 05:00:00;2022-07-09 03:00:00;2022-07-17 19:30:00;RELEASE
Minas;P_10D-24N;Minas 02012;10D-24N;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3220220DR;2022-07-17 19:30:00;2022-07-23 17:00:00;2022-08-05 05:00:00;COMPLETE
Minas;P_8E-54E;Minas 02015;8E-54E;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;GRK2/402/3220222DR;2022-08-05 05:00:00;2022-08-09 10:30:00;2022-08-21 22:00:00;COMPLETE
Minas;P_6C-21N;Minas 02018;6C-21N;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;SSO2/402/3220514DR;2022-08-21 22:00:00;2022-08-29 00:00:00;2022-09-05 18:30:00;RELEASE
Minas;MNS-P08;Minas 02021;9C-38;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;SSO2/402/3220326DR;2022-09-05 18:30:00;2022-09-14 02:00:00;2022-09-25 00:00:00;COMPLETE
Minas;P_3D-74E;Minas 02023;3D-74E;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;SSO2/402/3220333DR;2022-09-25 00:00:00;2022-10-03 02:15:00;2022-10-14 17:00:00;COMPLETE
Minas;P_3D-73E;Minas 02026;3D-73E;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;SSO2/402/3220368DR;2022-10-14 17:00:00;2022-10-18 19:00:00;2022-10-28 15:30:00;COMPLETE
Minas;P_3D-64E;Minas 02027;3D-64E;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;SSO2/402/3220347DR;2022-10-28 15:30:00;2022-11-01 01:00:00;2022-11-12 03:00:00;COMPLETE
Minas;P_3D-34E1;Minas 02030;3D-34E1;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;SSO2/402/3220409DR;2022-11-12 03:00:00;2022-11-23 10:00:00;2022-12-15 22:00:00;COMPLETE
Minas;P_6C-89E;Minas 02034;6C-89E;Drill and Complete;DRL01 - Drill Hole;Land Drilling Rig;ACS-010;SSO2/402/3220387DR;2022-12-15 21:00:00;2022-12-31 23:00:00;2023-01-14 02:00:00;RELEASE
